el1,el2,paper_doi,date
Michael Burch,Linus Hafkemeyer,10.1145/3430036.3430052,2020
Michael Burch,Marco Palazzo,10.1145/3430036.3430052,2020
Abdullah Saeed,Alina Vorobiova,10.1145/3430036.3430052,2020
Abdullah Saeed,Armin Memar Zahedani,10.1145/3430036.3430052,2020
Abdullah Saeed,Linus Hafkemeyer,10.1145/3430036.3430052,2020
Abdullah Saeed,Marco Palazzo,10.1145/3430036.3430052,2020
Alina Vorobiova,Armin Memar Zahedani,10.1145/3430036.3430052,2020
Alina Vorobiova,Linus Hafkemeyer,10.1145/3430036.3430052,2020
Alina Vorobiova,Marco Palazzo,10.1145/3430036.3430052,2020
Armin Memar Zahedani,Linus Hafkemeyer,10.1145/3430036.3430052,2020
Armin Memar Zahedani,Marco Palazzo,10.1145/3430036.3430052,2020
Linus Hafkemeyer,Marco Palazzo,10.1145/3430036.3430052,2020
David Hägele,Moataz Abdelaal,10.1145/3430036.3430050,2020
David Hägele,Ozgur S Oguz,10.1145/3430036.3430050,2020
David Hägele,Marc Toussaint,10.1145/3430036.3430050,2020
David Hägele,Daniel Weiskopf,10.1145/3430036.3430050,2020
Moataz Abdelaal,Ozgur S Oguz,10.1145/3430036.3430050,2020
Moataz Abdelaal,Marc Toussaint,10.1145/3430036.3430050,2020
Moataz Abdelaal,Daniel Weiskopf,10.1145/3430036.3430050,2020
Ozgur S Oguz,Marc Toussaint,10.1145/3430036.3430050,2020
Ozgur S Oguz,Daniel Weiskopf,10.1145/3430036.3430050,2020
Marc Toussaint,Daniel Weiskopf,10.1145/3430036.3430050,2020
Tanja Munz,Noel Schäfer,10.1145/3430036.3430038,2020
Tanja Munz,Tanja Blascheck,10.1145/3430036.3430038,2020
Tanja Munz,Kuno Kurzhals,10.1145/3430036.3430038,2020
Tanja Munz,Eugene Zhang,10.1145/3430036.3430038,2020
Tanja Munz,Daniel Weiskopf,10.1145/3430036.3430038,2020
Noel Schäfer,Tanja Blascheck,10.1145/3430036.3430038,2020
Noel Schäfer,Kuno Kurzhals,10.1145/3430036.3430038,2020
Noel Schäfer,Eugene Zhang,10.1145/3430036.3430038,2020
Noel Schäfer,Daniel Weiskopf,10.1145/3430036.3430038,2020
Tanja Blascheck,Kuno Kurzhals,10.1145/3430036.3430038,2020
Tanja Blascheck,Eugene Zhang,10.1145/3430036.3430038,2020
Tanja Blascheck,Daniel Weiskopf,10.1145/3430036.3430038,2020
Kuno Kurzhals,Eugene Zhang,10.1145/3430036.3430038,2020
Kuno Kurzhals,Daniel Weiskopf,10.1145/3430036.3430038,2020
Eugene Zhang,Daniel Weiskopf,10.1145/3430036.3430038,2020
Shigeo Takahashi,Akane Uchita,10.1145/3430036.3430059,2020
Shigeo Takahashi,Kazuho Watanabe,10.1145/3430036.3430059,2020
Shigeo Takahashi,Masatoshi Arikawa,10.1145/3430036.3430059,2020
Akane Uchita,Kazuho Watanabe,10.1145/3430036.3430059,2020
Akane Uchita,Masatoshi Arikawa,10.1145/3430036.3430059,2020
Kazuho Watanabe,Masatoshi Arikawa,10.1145/3430036.3430059,2020
Michael Burch,Yves Staudt,10.1145/3430036.3430061,2020
Michael Burch,Sina Frommer,10.1145/3430036.3430061,2020
Michael Burch,Janis Uttenweiler,10.1145/3430036.3430061,2020
Michael Burch,Peter Grupp,10.1145/3430036.3430061,2020
Michael Burch,Steffen Hähnle,10.1145/3430036.3430061,2020
Michael Burch,Josia Scheytt,10.1145/3430036.3430061,2020
Michael Burch,Uwe Kloos,10.1145/3430036.3430061,2020
Yves Staudt,Sina Frommer,10.1145/3430036.3430061,2020
Yves Staudt,Janis Uttenweiler,10.1145/3430036.3430061,2020
Yves Staudt,Peter Grupp,10.1145/3430036.3430061,2020
Yves Staudt,Steffen Hähnle,10.1145/3430036.3430061,2020
Yves Staudt,Josia Scheytt,10.1145/3430036.3430061,2020
Yves Staudt,Uwe Kloos,10.1145/3430036.3430061,2020
Sina Frommer,Janis Uttenweiler,10.1145/3430036.3430061,2020
Sina Frommer,Peter Grupp,10.1145/3430036.3430061,2020
Sina Frommer,Steffen Hähnle,10.1145/3430036.3430061,2020
Sina Frommer,Josia Scheytt,10.1145/3430036.3430061,2020
Sina Frommer,Uwe Kloos,10.1145/3430036.3430061,2020
Janis Uttenweiler,Peter Grupp,10.1145/3430036.3430061,2020
Janis Uttenweiler,Steffen Hähnle,10.1145/3430036.3430061,2020
Janis Uttenweiler,Josia Scheytt,10.1145/3430036.3430061,2020
Janis Uttenweiler,Uwe Kloos,10.1145/3430036.3430061,2020
Peter Grupp,Steffen Hähnle,10.1145/3430036.3430061,2020
Peter Grupp,Josia Scheytt,10.1145/3430036.3430061,2020
Peter Grupp,Uwe Kloos,10.1145/3430036.3430061,2020
Steffen Hähnle,Josia Scheytt,10.1145/3430036.3430061,2020
Steffen Hähnle,Uwe Kloos,10.1145/3430036.3430061,2020
Josia Scheytt,Uwe Kloos,10.1145/3430036.3430061,2020
Wenkai Han,Hans-Jörg Schulz,10.1145/3430036.3430042,2020
Eric Fezer,Dominik Raab,10.1145/3430036.3430066,2020
Eric Fezer,Andreas Theissler,10.1145/3430036.3430066,2020
Dominik Raab,Andreas Theissler,10.1145/3430036.3430066,2020
Michael Burch,John van Lith,10.1145/3430036.3430043,2020
Michael Burch,Nick van de Waterlaat,10.1145/3430036.3430043,2020
Michael Burch,Jurrien van Winden,10.1145/3430036.3430043,2020
John van Lith,Nick van de Waterlaat,10.1145/3430036.3430043,2020
John van Lith,Jurrien van Winden,10.1145/3430036.3430043,2020
Nick van de Waterlaat,Jurrien van Winden,10.1145/3430036.3430043,2020
Michael Burch,Tos Kuipers,10.1145/3430036.3430049,2020
Michael Burch,Chen Qian,10.1145/3430036.3430049,2020
Michael Burch,Fangqin Zhou,10.1145/3430036.3430049,2020
Tos Kuipers,Chen Qian,10.1145/3430036.3430049,2020
Tos Kuipers,Fangqin Zhou,10.1145/3430036.3430049,2020
Chen Qian,Fangqin Zhou,10.1145/3430036.3430049,2020
"Nguyen, Vinh The",Kwanghee Jung,10.1145/3430036.3430071,2020
"Nguyen, Vinh The",Tommy Dang,10.1145/3430036.3430071,2020
Kwanghee Jung,Tommy Dang,10.1145/3430036.3430071,2020
Rafael Garcia,Daniel Weiskopf,10.1145/3430036.3430047,2020
Jan Ole Vollmer,Jürgen Döllner,10.1145/3430036.3430045,2020
Gijs M Reichert,Marcos Pieras,10.1145/3430036.3430070,2020
Gijs M Reichert,Ricardo Guerra Marroquim,10.1145/3430036.3430070,2020
Gijs M Reichert,Anna Vilanova,10.1145/3430036.3430070,2020
Marcos Pieras,Ricardo Guerra Marroquim,10.1145/3430036.3430070,2020
Marcos Pieras,Anna Vilanova,10.1145/3430036.3430070,2020
Ricardo Guerra Marroquim,Anna Vilanova,10.1145/3430036.3430070,2020
Michael Burch,Adrian Vramulet,10.1145/3430036.3430044,2020
Michael Burch,Alex Thieme,10.1145/3430036.3430044,2020
Michael Burch,Alina Vorobiova,10.1145/3430036.3430044,2020
Michael Burch,Denis Shehu,10.1145/3430036.3430044,2020
Michael Burch,Mara Miulescu,10.1145/3430036.3430044,2020
Michael Burch,Mehrdad Farsadyar,10.1145/3430036.3430044,2020
Michael Burch,Tar van Krieken,10.1145/3430036.3430044,2020
Adrian Vramulet,Alex Thieme,10.1145/3430036.3430044,2020
Adrian Vramulet,Alina Vorobiova,10.1145/3430036.3430044,2020
Adrian Vramulet,Denis Shehu,10.1145/3430036.3430044,2020
Adrian Vramulet,Mara Miulescu,10.1145/3430036.3430044,2020
Adrian Vramulet,Mehrdad Farsadyar,10.1145/3430036.3430044,2020
Adrian Vramulet,Tar van Krieken,10.1145/3430036.3430044,2020
Alex Thieme,Alina Vorobiova,10.1145/3430036.3430044,2020
Alex Thieme,Denis Shehu,10.1145/3430036.3430044,2020
Alex Thieme,Mara Miulescu,10.1145/3430036.3430044,2020
Alex Thieme,Mehrdad Farsadyar,10.1145/3430036.3430044,2020
Alex Thieme,Tar van Krieken,10.1145/3430036.3430044,2020
Alina Vorobiova,Denis Shehu,10.1145/3430036.3430044,2020
Alina Vorobiova,Mara Miulescu,10.1145/3430036.3430044,2020
Alina Vorobiova,Mehrdad Farsadyar,10.1145/3430036.3430044,2020
Alina Vorobiova,Tar van Krieken,10.1145/3430036.3430044,2020
Denis Shehu,Mara Miulescu,10.1145/3430036.3430044,2020
Denis Shehu,Mehrdad Farsadyar,10.1145/3430036.3430044,2020
Denis Shehu,Tar van Krieken,10.1145/3430036.3430044,2020
Mara Miulescu,Mehrdad Farsadyar,10.1145/3430036.3430044,2020
Mara Miulescu,Tar van Krieken,10.1145/3430036.3430044,2020
Mehrdad Farsadyar,Tar van Krieken,10.1145/3430036.3430044,2020
Natsuki Hosokawa,Kohei Arimoto,10.1145/3430036.3430069,2020
Natsuki Hosokawa,Ken Wakita,10.1145/3430036.3430069,2020
Kohei Arimoto,Ken Wakita,10.1145/3430036.3430069,2020
Michael Burch,Kiet Bennema Brinke,10.1145/3430036.3430064,2020
Michael Burch,Adrien Castella,10.1145/3430036.3430064,2020
Michael Burch,Ghassen Karray,10.1145/3430036.3430064,2020
Michael Burch,Sebastiaan Peters,10.1145/3430036.3430064,2020
Michael Burch,Vasil Shteriyanov,10.1145/3430036.3430064,2020
Michael Burch,Rinse Vlaswinkel,10.1145/3430036.3430064,2020
Kiet Bennema Brinke,Adrien Castella,10.1145/3430036.3430064,2020
Kiet Bennema Brinke,Ghassen Karray,10.1145/3430036.3430064,2020
Kiet Bennema Brinke,Sebastiaan Peters,10.1145/3430036.3430064,2020
Kiet Bennema Brinke,Vasil Shteriyanov,10.1145/3430036.3430064,2020
Kiet Bennema Brinke,Rinse Vlaswinkel,10.1145/3430036.3430064,2020
Adrien Castella,Ghassen Karray,10.1145/3430036.3430064,2020
Adrien Castella,Sebastiaan Peters,10.1145/3430036.3430064,2020
Adrien Castella,Vasil Shteriyanov,10.1145/3430036.3430064,2020
Adrien Castella,Rinse Vlaswinkel,10.1145/3430036.3430064,2020
Ghassen Karray,Sebastiaan Peters,10.1145/3430036.3430064,2020
Ghassen Karray,Vasil Shteriyanov,10.1145/3430036.3430064,2020
Ghassen Karray,Rinse Vlaswinkel,10.1145/3430036.3430064,2020
Sebastiaan Peters,Vasil Shteriyanov,10.1145/3430036.3430064,2020
Sebastiaan Peters,Rinse Vlaswinkel,10.1145/3430036.3430064,2020
Vasil Shteriyanov,Rinse Vlaswinkel,10.1145/3430036.3430064,2020
Fangfang Zhou,Qi'an Chen,10.1145/3430036.3430068,2020
Fangfang Zhou,Yunlong Cui,10.1145/3430036.3430068,2020
Fangfang Zhou,Xinyuan Wang,10.1145/3430036.3430068,2020
Fangfang Zhou,Hongxu Ma,10.1145/3430036.3430068,2020
Fangfang Zhou,Ying Zhao,10.1145/3430036.3430068,2020
Fangfang Zhou,Xiaoli Li,10.1145/3430036.3430068,2020
Qi'an Chen,Yunlong Cui,10.1145/3430036.3430068,2020
Qi'an Chen,Xinyuan Wang,10.1145/3430036.3430068,2020
Qi'an Chen,Hongxu Ma,10.1145/3430036.3430068,2020
Qi'an Chen,Ying Zhao,10.1145/3430036.3430068,2020
Qi'an Chen,Xiaoli Li,10.1145/3430036.3430068,2020
Yunlong Cui,Xinyuan Wang,10.1145/3430036.3430068,2020
Yunlong Cui,Hongxu Ma,10.1145/3430036.3430068,2020
Yunlong Cui,Ying Zhao,10.1145/3430036.3430068,2020
Yunlong Cui,Xiaoli Li,10.1145/3430036.3430068,2020
Xinyuan Wang,Hongxu Ma,10.1145/3430036.3430068,2020
Xinyuan Wang,Ying Zhao,10.1145/3430036.3430068,2020
Xinyuan Wang,Xiaoli Li,10.1145/3430036.3430068,2020
Hongxu Ma,Ying Zhao,10.1145/3430036.3430068,2020
Hongxu Ma,Xiaoli Li,10.1145/3430036.3430068,2020
Ying Zhao,Xiaoli Li,10.1145/3430036.3430068,2020
Wei Li,Mathias Funk,10.1145/3430036.3430063,2020
Wei Li,Aarnout C Brombacher,10.1145/3430036.3430063,2020
Mathias Funk,Aarnout C Brombacher,10.1145/3430036.3430063,2020
Daniel Limberger,Matthias Trapp,10.1145/3430036.3432753,2020
Daniel Limberger,Jürgen Döllner,10.1145/3430036.3432753,2020
Matthias Trapp,Jürgen Döllner,10.1145/3430036.3432753,2020
Ngan V T Nguyen,Bao Dien Nguyen,10.1145/3430036.3430072,2020
Ngan V T Nguyen,Tommy Dang,10.1145/3430036.3430072,2020
Ngan V T Nguyen,Jon R Hass,10.1145/3430036.3430072,2020
Bao Dien Nguyen,Tommy Dang,10.1145/3430036.3430072,2020
Bao Dien Nguyen,Jon R Hass,10.1145/3430036.3430072,2020
Tommy Dang,Jon R Hass,10.1145/3430036.3430072,2020
Alexis Lozano Angulo,Luis Laris Pardo,10.1145/3430036.3430073,2020
Alexis Lozano Angulo,Alessandro Canossa,10.1145/3430036.3430073,2020
Luis Laris Pardo,Alessandro Canossa,10.1145/3430036.3430073,2020
Kai Yan,Weiwei Cui,10.1145/3356422.3356446,2019
Kai Yan,Tiejun Zhao,10.1145/3356422.3356446,2019
Weiwei Cui,Tiejun Zhao,10.1145/3356422.3356446,2019
Valerie Riegler,Lina Wang,10.1145/3356422.3356426,2019
Valerie Riegler,Johanna Doppler-Haider,10.1145/3356422.3356426,2019
Valerie Riegler,Margit Pohl,10.1145/3356422.3356426,2019
Lina Wang,Johanna Doppler-Haider,10.1145/3356422.3356426,2019
Lina Wang,Margit Pohl,10.1145/3356422.3356426,2019
Johanna Doppler-Haider,Margit Pohl,10.1145/3356422.3356426,2019
Mengting Sun,Haiping Wei,10.1145/3356422.3356431,2019
Mengting Sun,Li Xu,10.1145/3356422.3356431,2019
Mengting Sun,Xingying Li,10.1145/3356422.3356431,2019
Haiping Wei,Li Xu,10.1145/3356422.3356431,2019
Haiping Wei,Xingying Li,10.1145/3356422.3356431,2019
Li Xu,Xingying Li,10.1145/3356422.3356431,2019
Alexander Schoedon,Matthias Trapp,10.1145/3356422.3356425,2019
Alexander Schoedon,Henning Hollburg,10.1145/3356422.3356425,2019
Alexander Schoedon,Daniel Gerber,10.1145/3356422.3356425,2019
Alexander Schoedon,Jürgen Döllner,10.1145/3356422.3356425,2019
Matthias Trapp,Henning Hollburg,10.1145/3356422.3356425,2019
Matthias Trapp,Daniel Gerber,10.1145/3356422.3356425,2019
Matthias Trapp,Jürgen Döllner,10.1145/3356422.3356425,2019
Henning Hollburg,Daniel Gerber,10.1145/3356422.3356425,2019
Henning Hollburg,Jürgen Döllner,10.1145/3356422.3356425,2019
Daniel Gerber,Jürgen Döllner,10.1145/3356422.3356425,2019
Michael Burch,Alberto Veneri,10.1145/3356422.3356423,2019
Michael Burch,Bangjie Sun,10.1145/3356422.3356423,2019
Alberto Veneri,Bangjie Sun,10.1145/3356422.3356423,2019
Karsten Klein,Michael Aichem,10.1145/3356422.3356450,2019
Karsten Klein,Björn Sommer,10.1145/3356422.3356450,2019
Karsten Klein,Stefan Erk,10.1145/3356422.3356450,2019
Karsten Klein,Ying Zhang,10.1145/3356422.3356450,2019
Karsten Klein,Falk Schreiber,10.1145/3356422.3356450,2019
Michael Aichem,Björn Sommer,10.1145/3356422.3356450,2019
Michael Aichem,Stefan Erk,10.1145/3356422.3356450,2019
Michael Aichem,Ying Zhang,10.1145/3356422.3356450,2019
Michael Aichem,Falk Schreiber,10.1145/3356422.3356450,2019
Björn Sommer,Stefan Erk,10.1145/3356422.3356450,2019
Björn Sommer,Ying Zhang,10.1145/3356422.3356450,2019
Björn Sommer,Falk Schreiber,10.1145/3356422.3356450,2019
Stefan Erk,Ying Zhang,10.1145/3356422.3356450,2019
Stefan Erk,Falk Schreiber,10.1145/3356422.3356450,2019
Ying Zhang,Falk Schreiber,10.1145/3356422.3356450,2019
Yanping Hu,Lihua Gui,10.1145/3356422.3356424,2019
Yanping Hu,Ye Wang,10.1145/3356422.3356424,2019
Lihua Gui,Ye Wang,10.1145/3356422.3356424,2019
Daniel Limberger,Willy Scheibel,10.1145/3356422.3356444,2019
Daniel Limberger,Jürgen Döllner,10.1145/3356422.3356444,2019
Daniel Limberger,Matthias Trapp,10.1145/3356422.3356444,2019
Willy Scheibel,Jürgen Döllner,10.1145/3356422.3356444,2019
Willy Scheibel,Matthias Trapp,10.1145/3356422.3356444,2019
Jürgen Döllner,Matthias Trapp,10.1145/3356422.3356444,2019
Ao Dong,Wei Zeng,10.1145/3356422.3356430,2019
Ao Dong,Xi Chen,10.1145/3356422.3356430,2019
Ao Dong,Zhanglin Cheng,10.1145/3356422.3356430,2019
Wei Zeng,Xi Chen,10.1145/3356422.3356430,2019
Wei Zeng,Zhanglin Cheng,10.1145/3356422.3356430,2019
Xi Chen,Zhanglin Cheng,10.1145/3356422.3356430,2019
Lu Yang,Jie Li,10.1145/3356422.3356449,2019
Lu Yang,Wenhuan Lu,10.1145/3356422.3356449,2019
Lu Yang,Yi Chen,10.1145/3356422.3356449,2019
Lu Yang,K. Zhang,10.1145/3356422.3356449,2019
Lu Yang,Yan Li,10.1145/3356422.3356449,2019
Jie Li,Wenhuan Lu,10.1145/3356422.3356449,2019
Jie Li,Yi Chen,10.1145/3356422.3356449,2019
Jie Li,K. Zhang,10.1145/3356422.3356449,2019
Jie Li,Yan Li,10.1145/3356422.3356449,2019
Wenhuan Lu,Yi Chen,10.1145/3356422.3356449,2019
Wenhuan Lu,K. Zhang,10.1145/3356422.3356449,2019
Wenhuan Lu,Yan Li,10.1145/3356422.3356449,2019
Yi Chen,K. Zhang,10.1145/3356422.3356449,2019
Yi Chen,Yan Li,10.1145/3356422.3356449,2019
K. Zhang,Yan Li,10.1145/3356422.3356449,2019
Jihui Zeng,Beibei Zhan,10.1145/3356422.3356441,2019
Jihui Zeng,Shao Zhang,10.1145/3356422.3356441,2019
Jihui Zeng,Jiajun Bie,10.1145/3356422.3356441,2019
Jihui Zeng,Sheng Xiao,10.1145/3356422.3356441,2019
Beibei Zhan,Shao Zhang,10.1145/3356422.3356441,2019
Beibei Zhan,Jiajun Bie,10.1145/3356422.3356441,2019
Beibei Zhan,Sheng Xiao,10.1145/3356422.3356441,2019
Shao Zhang,Jiajun Bie,10.1145/3356422.3356441,2019
Shao Zhang,Sheng Xiao,10.1145/3356422.3356441,2019
Jiajun Bie,Sheng Xiao,10.1145/3356422.3356441,2019
Kirlin Li,Yina Li,10.1145/3356422.3356429,2019
Kirlin Li,Hong Yin,10.1145/3356422.3356429,2019
Kirlin Li,Yanpeng Hu,10.1145/3356422.3356429,2019
Kirlin Li,Peng Ye,10.1145/3356422.3356429,2019
Kirlin Li,Changbo Wang,10.1145/3356422.3356429,2019
Yina Li,Hong Yin,10.1145/3356422.3356429,2019
Yina Li,Yanpeng Hu,10.1145/3356422.3356429,2019
Yina Li,Peng Ye,10.1145/3356422.3356429,2019
Yina Li,Changbo Wang,10.1145/3356422.3356429,2019
Hong Yin,Yanpeng Hu,10.1145/3356422.3356429,2019
Hong Yin,Peng Ye,10.1145/3356422.3356429,2019
Hong Yin,Changbo Wang,10.1145/3356422.3356429,2019
Yanpeng Hu,Peng Ye,10.1145/3356422.3356429,2019
Yanpeng Hu,Changbo Wang,10.1145/3356422.3356429,2019
Peng Ye,Changbo Wang,10.1145/3356422.3356429,2019
Karsten Klein,Sabrina Jaeger,10.1145/3356422.3356435,2019
Karsten Klein,Jörg Melzheimer,10.1145/3356422.3356435,2019
Karsten Klein,Bettina Wachter,10.1145/3356422.3356435,2019
Karsten Klein,Heribert Hofer,10.1145/3356422.3356435,2019
Karsten Klein,Artur Baltabayev,10.1145/3356422.3356435,2019
Karsten Klein,Falk Schreiber,10.1145/3356422.3356435,2019
Sabrina Jaeger,Jörg Melzheimer,10.1145/3356422.3356435,2019
Sabrina Jaeger,Bettina Wachter,10.1145/3356422.3356435,2019
Sabrina Jaeger,Heribert Hofer,10.1145/3356422.3356435,2019
Sabrina Jaeger,Artur Baltabayev,10.1145/3356422.3356435,2019
Sabrina Jaeger,Falk Schreiber,10.1145/3356422.3356435,2019
Jörg Melzheimer,Bettina Wachter,10.1145/3356422.3356435,2019
Jörg Melzheimer,Heribert Hofer,10.1145/3356422.3356435,2019
Jörg Melzheimer,Artur Baltabayev,10.1145/3356422.3356435,2019
Jörg Melzheimer,Falk Schreiber,10.1145/3356422.3356435,2019
Bettina Wachter,Heribert Hofer,10.1145/3356422.3356435,2019
Bettina Wachter,Artur Baltabayev,10.1145/3356422.3356435,2019
Bettina Wachter,Falk Schreiber,10.1145/3356422.3356435,2019
Heribert Hofer,Artur Baltabayev,10.1145/3356422.3356435,2019
Heribert Hofer,Falk Schreiber,10.1145/3356422.3356435,2019
Artur Baltabayev,Falk Schreiber,10.1145/3356422.3356435,2019
Michael Burch,Elisabeth Melby,10.1145/3356422.3356447,2019
Xiaoqiang Ding,Ren Peng,10.1145/3356422.3356427,2019
Xiaoqiang Ding,Jinhui Yu,10.1145/3356422.3356427,2019
Ren Peng,Jinhui Yu,10.1145/3356422.3356427,2019
Tristan Langer,Tobias Meisen,10.1145/3356422.3356434,2019
Juan Lin,Hui Zhang,10.1145/3356422.3356438,2019
Matthias Trapp,Fabian Dumke,10.1145/3356422.3356445,2019
Matthias Trapp,Jürgen Döllner,10.1145/3356422.3356445,2019
Fabian Dumke,Jürgen Döllner,10.1145/3356422.3356445,2019
Yumeng Guo,Wenke Wang,10.1145/3356422.3356442,2019
Yumeng Guo,Sikun Li,10.1145/3356422.3356442,2019
Wenke Wang,Sikun Li,10.1145/3356422.3356442,2019
Daying Lu,Yao Ge,10.1145/3356422.3356428,2019
Daying Lu,Jiancheng Ni,10.1145/3356422.3356428,2019
Yao Ge,Jiancheng Ni,10.1145/3356422.3356428,2019
Li Xu,Xiaohui Chen,10.1145/3356422.3356432,2019
Li Xu,Mengting Sun,10.1145/3356422.3356432,2019
Li Xu,Huanxin Chen,10.1145/3356422.3356432,2019
Xiaohui Chen,Mengting Sun,10.1145/3356422.3356432,2019
Xiaohui Chen,Huanxin Chen,10.1145/3356422.3356432,2019
Mengting Sun,Huanxin Chen,10.1145/3356422.3356432,2019
Yiran Zhu,Jiaqi Kang,10.1145/3356422.3356436,2019
Yiran Zhu,Chenlei Lv,10.1145/3356422.3356436,2019
Yiran Zhu,Shu Xu,10.1145/3356422.3356436,2019
Yiran Zhu,Yanping Xue,10.1145/3356422.3356436,2019
Yiran Zhu,Xingce Wang,10.1145/3356422.3356436,2019
Yiran Zhu,Zhongke Wu,10.1145/3356422.3356436,2019
Jiaqi Kang,Chenlei Lv,10.1145/3356422.3356436,2019
Jiaqi Kang,Shu Xu,10.1145/3356422.3356436,2019
Jiaqi Kang,Yanping Xue,10.1145/3356422.3356436,2019
Jiaqi Kang,Xingce Wang,10.1145/3356422.3356436,2019
Jiaqi Kang,Zhongke Wu,10.1145/3356422.3356436,2019
Chenlei Lv,Shu Xu,10.1145/3356422.3356436,2019
Chenlei Lv,Yanping Xue,10.1145/3356422.3356436,2019
Chenlei Lv,Xingce Wang,10.1145/3356422.3356436,2019
Chenlei Lv,Zhongke Wu,10.1145/3356422.3356436,2019
Shu Xu,Yanping Xue,10.1145/3356422.3356436,2019
Shu Xu,Xingce Wang,10.1145/3356422.3356436,2019
Shu Xu,Zhongke Wu,10.1145/3356422.3356436,2019
Yanping Xue,Xingce Wang,10.1145/3356422.3356436,2019
Yanping Xue,Zhongke Wu,10.1145/3356422.3356436,2019
Xingce Wang,Zhongke Wu,10.1145/3356422.3356436,2019
Yuchong Zhang,Yong Ma,10.1145/3356422.3356437,2019
Yuchong Zhang,Adel Omrani,10.1145/3356422.3356437,2019
Yuchong Zhang,Rahul Yadav,10.1145/3356422.3356437,2019
Yuchong Zhang,M. Fjeld,10.1145/3356422.3356437,2019
Yuchong Zhang,Marco Fratarcangeli,10.1145/3356422.3356437,2019
Yong Ma,Adel Omrani,10.1145/3356422.3356437,2019
Yong Ma,Rahul Yadav,10.1145/3356422.3356437,2019
Yong Ma,M. Fjeld,10.1145/3356422.3356437,2019
Yong Ma,Marco Fratarcangeli,10.1145/3356422.3356437,2019
Adel Omrani,Rahul Yadav,10.1145/3356422.3356437,2019
Adel Omrani,M. Fjeld,10.1145/3356422.3356437,2019
Adel Omrani,Marco Fratarcangeli,10.1145/3356422.3356437,2019
Rahul Yadav,M. Fjeld,10.1145/3356422.3356437,2019
Rahul Yadav,Marco Fratarcangeli,10.1145/3356422.3356437,2019
M. Fjeld,Marco Fratarcangeli,10.1145/3356422.3356437,2019
Yang Zou,Xiaoqin Zeng,10.1145/3356422.3356443,2019
Yang Zou,Yufeng Liu,10.1145/3356422.3356443,2019
Xiaoqin Zeng,Yufeng Liu,10.1145/3356422.3356443,2019
Shiying Sheng,Xiaoju Dong,10.1145/3356422.3356448,2019
Shiying Sheng,Chunyuan Wu,10.1145/3356422.3356448,2019
Xiaoju Dong,Chunyuan Wu,10.1145/3356422.3356448,2019
Xu Peng,Guo Yadi,10.1145/3356422.3356451,2019
Bo Gao,Yi Ming FuCha,10.1145/3356422.3356452,2019
Han Sun,Zhijun Peng,10.1145/3356422.3356453,2019
Han Sun,K. Zhang,10.1145/3356422.3356453,2019
Zhijun Peng,K. Zhang,10.1145/3356422.3356453,2019
Xinan Yu,Zeshi Chen,10.1145/3356422.3356455,2019
Xinan Yu,Shiwen Wang†,10.1145/3356422.3356455,2019
Zeshi Chen,Shiwen Wang†,10.1145/3356422.3356455,2019
Yinan Zhang,Shiyun Hunag,10.1145/3356422.3356456,2019
Yinan Zhang,Yuqi Tao,10.1145/3356422.3356456,2019
Shiyun Hunag,Yuqi Tao,10.1145/3356422.3356456,2019
Zhongyu Wang,Hui Guo,10.1145/3356422.3356457,2019
Minghong Hu,Hui Guo,10.1145/3356422.3356458,2019
Minghong Hu,Xuyuan Ji,10.1145/3356422.3356458,2019
Hui Guo,Xuyuan Ji,10.1145/3356422.3356458,2019
Xuyuan Ji,Hui Guo,10.1145/3356422.3356459,2019
Xuyuan Ji,Minghong Hu,10.1145/3356422.3356459,2019
Hui Guo,Minghong Hu,10.1145/3356422.3356459,2019
Miao Liu,Chenyue Wang,10.1145/3356422.3356460,2019
Miao Liu,Rui Chen,10.1145/3356422.3356461,2019
