type,title,year,authors,citations,downloads,doi,publisher,venue,n_reference
poster,An Inertial Representation of Search Results,2022,"['Yannis Panagis', 'Robert Spence']",0,6,10.1145/3554944.3554963,ACM,vinci,10
poster,Investigating Color-Object Associations With Eye Tracking,2022,"['Sabrina Zahner', 'Edina MisiniSearch about this author', 'Keshina Karunananthan', 'Gabriel Lüchinger', 'Sabrina Lindau', 'Michael Burch']",0,11,10.1145/3554944.3554964,ACM,vinci,3
poster,Improving data monitoring systems in biosphere reserves,2022,"['Nadine Christen', 'Michael Schlotter', 'Juliane Streitberg']",0,10,10.1145/3554944.3554965,ACM,vinci,4
poster,Explorative Data Analysis of the Number Pi,2022,"['Yves Staudt', 'Thomas Keller', 'Heiko Rölke', 'Michael Burch']",0,6,10.1145/3554944.3554966,ACM,vinci,2
short-paper,Machine learning interpretability through contribution-value plots,2020,"['Dennis Collaris', 'Jarke J van Wijk']",1,104,10.1145/3430036.3430067,ACM,vinci,21
research-article,Cluster-clean-label: an interactive machine learning approach for labeling high-dimensional data,2020,"['David Beil', 'Andreas Theissler']",4,135,10.1145/3430036.3430060,ACM,vinci,38
research-article,The machine learning model as a guide: pointing users to interesting instances for labeling through visual cues,2020,"['Benedikt Grimmeisen', 'Andreas Theissler']",6,112,10.1145/3430036.3430058,ACM,vinci,32
research-article,Visualizing dynamic graphs with heat triangles,2020,"['Yating Hu', 'Michael Burch', 'Huub M M van de Wetering']",1,42,10.1145/3430036.3430053,ACM,vinci,22
research-article,A visualization of family relations inspired by the London metro map,2020,"['Jan H M Korst', 'Verus Pronk', 'Jarke J van Wijk']",1,63,10.1145/3430036.3430065,ACM,vinci,19
research-article,eDBLP: visualizing scientific publications,2020,"['Michael Burch', 'Abdullah Saeed', 'Alina Vorobiova', 'Armin Memar Zahedani', 'Linus Hafkemeyer', 'Marco Palazzo']",1,37,10.1145/3430036.3430052,ACM,vinci,24
research-article,Visualization of nonlinear programming for robot motion planning,2020,"['David Hägele', 'Moataz Abdelaal', 'Ozgur S Oguz', 'Marc Toussaint', 'Daniel Weiskopf']",2,87,10.1145/3430036.3430050,ACM,vinci,46
research-article,Comparative visual gaze analysis for virtual board games,2020,"['Tanja Munz', 'Noel Schäfer', 'Tanja Blascheck', 'Kuno Kurzhals', 'Eugene Zhang', 'Daniel Weiskopf']",0,59,10.1145/3430036.3430038,ACM,vinci,47
research-article,Context-aware placement of items with gaze-based interaction,2020,"['Shigeo Takahashi', 'Akane Uchita', 'Kazuho Watanabe', 'Masatoshi Arikawa']",1,67,10.1145/3430036.3430059,ACM,vinci,29
research-article,PasVis: enhancing public transport maps with interactive passenger data visualizations,2020,"['Michael Burch', 'Yves Staudt', 'Sina Frommer', 'Janis Uttenweiler', 'Peter Grupp', 'Steffen Hähnle', 'Josia Scheytt', 'Uwe Kloos']",2,59,10.1145/3430036.3430061,ACM,vinci,27
research-article,Exploring vibrotactile cues for interactive guidance in data visualization,2020,"['Wenkai Han', 'Hans-Jörg Schulz']",3,106,10.1145/3430036.3430042,ACM,vinci,43
short-paper,XplainableClusterExplorer: a novel approach for interactive feature selection for clustering,2020,"['Eric Fezer', 'Dominik Raab', 'Andreas Theissler']",1,56,10.1145/3430036.3430066,ACM,vinci,23
research-article,Voronoier: from images to Voronoi diagrams,2020,"['Michael Burch', 'John van Lith', 'Nick van de Waterlaat', 'Jurrien van Winden']",0,64,10.1145/3430036.3430043,ACM,vinci,30
short-paper,Tools for developing color ramps for representing quantitative data,2020,['Kazuo Misue'],0,32,10.1145/3430036.3430056,ACM,vinci,17
short-paper,Comparing dimensionality reductions for eye movement data,2020,"['Michael Burch', 'Tos Kuipers', 'Chen Qian', 'Fangqin Zhou']",0,80,10.1145/3430036.3430049,ACM,vinci,26
short-paper,Revisiting common pitfalls in graphical representations utilizing a case-based learning approach,2020,"['Nguyen, Vinh The', 'Kwanghee Jung', 'Tommy Dang']",1,38,10.1145/3430036.3430071,ACM,vinci,45
short-paper,Inner-process visualization of hidden states in recurrent neural networks,2020,"['Rafael Garcia', 'Daniel Weiskopf']",2,53,10.1145/3430036.3430047,ACM,vinci,24
research-article,2.5D dust & magnet visualization for large multivariate data,2020,"['Jan Ole Vollmer', 'Jürgen Döllner']",1,71,10.1145/3430036.3430045,ACM,vinci,29
short-paper,Visual analysis of video recorded dinghy sailing sessions,2020,"['Gijs M Reichert', 'Marcos Pieras', 'Ricardo Guerra Marroquim', 'Anna Vilanova']",1,57,10.1145/3430036.3430070,ACM,vinci,13
short-paper,VizWick: a multiperspective view of hierarchical data,2020,"['Michael Burch', 'Adrian Vramulet', 'Alex Thieme', 'Alina Vorobiova', 'Denis Shehu', 'Mara Miulescu', 'Mehrdad Farsadyar', 'Tar van Krieken']",1,56,10.1145/3430036.3430044,ACM,vinci,27
short-paper,"A scalable ""exploranation"" technique for hierarchically indexed table data",2020,"['Natsuki Hosokawa', 'Kohei Arimoto', 'Ken Wakita']",0,41,10.1145/3430036.3430069,ACM,vinci,21
Article,Guiding graph exploration by combining layouts and reorderings,2020,"['Michael Burch', 'Kiet Bennema Brinke', 'Adrien Castella', 'Ghassen Karray', 'Sebastiaan Peters', 'Vasil Shteriyanov', 'Rinse Vlaswinkel']",1,59,10.1145/3430036.3430064,ACM,vinci,30
poster,A fast method for detecting minority structures in a graph,2020,"['Fangfang Zhou', ""Qi'an Chen"", 'Yunlong Cui', 'Xinyuan Wang', 'Hongxu Ma', 'Ying Zhao', 'Xiaoli Li']",0,32,10.1145/3430036.3430068,ACM,vinci,1
poster,Leveraging aesthetic expression in visualization to communicate positive facts during COVID-19 pandemic,2020,"['Wei Li', 'Mathias Funk', 'Aarnout C Brombacher']",0,54,10.1145/3430036.3430063,ACM,vinci,14
poster,Depicting uncertainty in 2.5D treemaps,2020,"['Daniel Limberger', 'Matthias Trapp', 'Jürgen Döllner']",1,25,10.1145/3430036.3432753,ACM,vinci,10
poster,Visualization of contributions to open-source projects,2020,['Andreas Schreiber'],2,30,10.1145/3430036.3430057,ACM,vinci,8
short-paper,ScagnosticsViewer: tracking time series patterns via scagnostics meatures,2020,"['Ngan V T Nguyen', 'Bao Dien Nguyen', 'Tommy Dang', 'Jon R Hass']",1,29,10.1145/3430036.3430072,ACM,vinci,14
short-paper,Subsyst simulator: an interactive infographic for knowledge transfer,2020,"['Alexis Lozano Angulo', 'Luis Laris Pardo', 'Alessandro Canossa']",2,55,10.1145/3430036.3430073,ACM,vinci,12
research-article,Frequent Pattern-based Graph Exploration,2019,"['Kai Yan', 'Weiwei Cui', 'Tiejun Zhao']",1,111,10.1145/3356422.3356446,ACM,vinci,33
research-article,Evaluation of a novel visualization for dynamic social networks,2019,"['Valerie Riegler', 'Lina Wang', 'Johanna Doppler-Haider', 'Margit Pohl']",1,91,10.1145/3356422.3356426,ACM,vinci,19
short-paper,Multidimensional Traffic State Discrimination Based on Floating Car Data,2019,"['Mengting Sun', 'Haiping Wei', 'Li Xu', 'Xingying Li']",0,67,10.1145/3356422.3356431,ACM,vinci,11
short-paper,Web-based Visualization of Transportation Networks for Mobility Analytics,2019,"['Alexander Schoedon', 'Matthias Trapp', 'Henning Hollburg', 'Daniel Gerber', 'Jürgen Döllner']",1,102,10.1145/3356422.3356425,ACM,vinci,28
research-article,EyeClouds: A Visualization and Analysis Tool for Exploring Eye Movement Data,2019,"['Michael Burch', 'Alberto Veneri', 'Bangjie Sun']",6,257,10.1145/3356422.3356423,ACM,vinci,22
short-paper,TEAMwISE: Synchronised Immersive Environments for Exploration and Analysis of Movement Data,2019,"['Karsten Klein', 'Michael Aichem', 'Björn Sommer', 'Stefan Erk', 'Ying Zhang', 'Falk Schreiber']",2,139,10.1145/3356422.3356450,ACM,vinci,40
short-paper,Underwater Frogman Situational Awareness and AR Helmet Display and Control System,2019,"['Yanping Hu', 'Lihua Gui', 'Ye Wang']",1,130,10.1145/3356422.3356424,ACM,vinci,20
research-article,Advanced Visual Metaphors and Techniques for Software Maps,2019,"['Daniel Limberger', 'Willy Scheibel', 'Jürgen Döllner', 'Matthias Trapp']",10,150,10.1145/3356422.3356444,ACM,vinci,70
research-article,VIStory: Interactive Storyboard for Exploring Visual Information in Scientific Publications,2019,"['Ao Dong', 'Wei Zeng', 'Xi Chen', 'Zhanglin Cheng']",4,149,10.1145/3356422.3356430,ACM,vinci,33
short-paper,How to Improve Semantics Understanding of Word Clouds,2019,"['Lu Yang', 'Jie Li', 'Wenhuan Lu', 'Yi Chen', 'K. Zhang', 'Yan Li']",0,79,10.1145/3356422.3356449,ACM,vinci,22
short-paper,Keyword Analysis Visualization for Chinese Historical Texts,2019,"['Jihui Zeng', 'Beibei Zhan', 'Shao Zhang', 'Jiajun Bie', 'Sheng Xiao']",0,63,10.1145/3356422.3356441,ACM,vinci,13
research-article,Visual Analysis of Retailing Store Location Selection,2019,"['Kirlin Li', 'Yina Li', 'Hong Yin', 'Yanpeng Hu', 'Peng Ye', 'Changbo Wang']",1,155,10.1145/3356422.3356429,ACM,vinci,32
research-article,Visual Analytics for Cheetah Behaviour Analysis,2019,"['Karsten Klein', 'Sabrina Jaeger', 'Jörg Melzheimer', 'Bettina Wachter', 'Heribert Hofer', 'Artur Baltabayev', 'Falk Schreiber']",2,168,10.1145/3356422.3356435,ACM,vinci,26
research-article,Teaching and Evaluating Collaborative Group Work in Large Visualization Courses,2019,"['Michael Burch', 'Elisabeth Melby']",4,99,10.1145/3356422.3356447,ACM,vinci,36
research-article,Object Inflation for Artistic Augmentation in Images and Animations,2019,"['Xiaoqiang Ding', 'Ren Peng', 'Jinhui Yu']",0,49,10.1145/3356422.3356427,ACM,vinci,22
short-paper,Towards Utilizing Domain Expertise for Exploratory Data Analysis,2019,"['Tristan Langer', 'Tobias Meisen']",0,118,10.1145/3356422.3356434,ACM,vinci,27
research-article,Visually Communicating Mathematical Knot Deformation,2019,"['Juan Lin', 'Hui Zhang']",1,59,10.1145/3356422.3356438,ACM,vinci,25
research-article,Occlusion Management Techniques for the Visualization of Transportation Networks in Virtual 3D City Models,2019,"['Matthias Trapp', 'Fabian Dumke', 'Jürgen Döllner']",1,93,10.1145/3356422.3356445,ACM,vinci,36
short-paper,Streamline Distribution Method based on Vector-magnitude-aware Entropy,2019,"['Yumeng Guo', 'Wenke Wang', 'Sikun Li']",2,82,10.1145/3356422.3356442,ACM,vinci,18
poster,Feature Flow Animation,2019,"['Daying Lu', 'Yao Ge', 'Jiancheng Ni']",0,52,10.1145/3356422.3356428,ACM,vinci,18
poster,Design and Implementation of a Dynamic Map Template Based on Rule Combination,2019,"['Li Xu', 'Xiaohui Chen', 'Mengting Sun', 'Huanxin Chen']",0,29,10.1145/3356422.3356432,ACM,vinci,5
poster,Skeleton Tree based Non-rigid 3D Shape Retrieval,2019,"['Yiran Zhu', 'Jiaqi Kang', 'Chenlei Lv', 'Shu Xu', 'Yanping Xue', 'Xingce Wang', 'Zhongke Wu']",0,61,10.1145/3356422.3356436,ACM,vinci,5
poster,Automatic Image Segmentation for Microwave Tomography (MWT): From Implementation to Comparative Evaluation,2019,"['Yuchong Zhang', 'Yong Ma', 'Adel Omrani', 'Rahul Yadav', 'M. Fjeld', 'Marco Fratarcangeli']",0,71,10.1145/3356422.3356437,ACM,vinci,6
poster,Parsing Strategies for Context-Sensitive Graph Grammars,2019,"['Yang Zou', 'Xiaoqin Zeng', 'Yufeng Liu']",0,48,10.1145/3356422.3356443,ACM,vinci,5
poster,Online dynamic graph drawing with inverse Markov analysis,2019,"['Shiying Sheng', 'Xiaoju Dong', 'Chunyuan Wu']",0,55,10.1145/3356422.3356448,ACM,vinci,8
poster,The Application of Visual Narration in Academic Research,2019,"['Xu Peng', 'Guo Yadi']",0,47,10.1145/3356422.3356451,ACM,vinci,3
poster,Information Visualization in the Delivery of Postoperative Treatment Services for Breast Cancer,2019,"['Bo Gao', 'Yi Ming FuCha']",0,74,10.1145/3356422.3356452,ACM,vinci,3
poster,Color in Tibetan Buddhism Communication Via Mani Heaps,2019,"['Han Sun', 'Zhijun Peng', 'K. Zhang']",0,94,10.1145/3356422.3356453,ACM,vinci,7
poster,Visualizing Dynamic Network via Sampled Massive Sequence View,2019,[],3,58,10.1145/3356422.3356454,ACM,vinci,3
poster,Digital Simulation and Reinterpretation for Pattern from Art Heritages,2019,"['Xinan Yu', 'Zeshi Chen', 'Shiwen Wang†']",0,47,10.1145/3356422.3356455,ACM,vinci,3
poster,Algorithmic Animation in supporting Dance and Choreography,2019,"['Yinan Zhang', 'Shiyun Hunag', 'Yuqi Tao']",0,73,10.1145/3356422.3356456,ACM,vinci,5
short-paper,Research on Traffic Sign Detection Based on Convolutional Neural Network,2019,"['Zhongyu Wang', 'Hui Guo']",5,216,10.1145/3356422.3356457,ACM,vinci,11
short-paper,Automatic Driving of End-to-end Convolutional Neural Network Based on MobileNet-V2 Migration Learning,2019,"['Minghong Hu', 'Hui Guo', 'Xuyuan Ji']",1,119,10.1145/3356422.3356458,ACM,vinci,8
short-paper,Features Extraction and Classification of Wood Defect Based on Hu Invariant Moment and Wavelet Moment and BP Neural Network,2019,"['Xuyuan Ji', 'Hui Guo', 'Minghong Hu']",3,83,10.1145/3356422.3356459,ACM,vinci,10
short-paper,On the Strategies of Visual Design and Competition of Chinese Tableware Brands,2019,"['Miao Liu', 'Chenyue Wang']",0,85,10.1145/3356422.3356460,ACM,vinci,8
short-paper,On Applications of Art of Chinese Minorities in Brand-Localization: Taking the design of a luggage enterprise as an example,2019,"['Miao Liu', 'Rui Chen']",0,77,10.1145/3356422.3356461,ACM,vinci,8
